City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
128,sao gabriel da cachoeira,40,BR,1568656436,62,-0.13,-67.09,89.6,5.82
129,bulgan,8,MN,1568656436,96,48.81,103.53,36.31,2.28
130,merzifon,75,TR,1568656437,67,40.87,35.46,62.6,8.05
131,port blair,100,IN,1568656384,87,11.67,92.75,79.33,29.08
132,mahebourg,40,MU,1568656437,83,-20.41,57.7,71.6,3.36
133,coruripe,0,BR,1568656437,61,-10.12,-36.18,79.69,13.33
134,port macquarie,90,AU,1568656428,93,-31.43,152.91,64.4,13.87
135,berlevag,75,NO,1568656438,81,70.86,29.09,44.6,11.41
136,bend,90,US,1568656354,71,44.06,-121.32,57.0,4.7
137,longyearbyen,20,NO,1568656438,72,78.22,15.63,32.0,16.11
138,avera,1,US,1568656438,41,33.19,-82.53,93.99,9.17
139,buraydah,0,SA,1568656438,18,26.33,43.97,96.8,3.36
140,mount isa,17,AU,1568656324,37,-20.73,139.49,53.6,10.78
141,sao joao da barra,20,BR,1568656439,58,-21.64,-41.05,82.4,20.8
142,tasiilaq,5,GL,1568656439,38,65.61,-37.64,41.0,8.05
143,dikson,100,RU,1568656439,86,73.51,80.55,37.03,19.53
144,pangody,100,RU,1568656439,87,65.85,74.49,46.21,5.5
145,faya,0,SA,1568656440,53,18.39,42.45,78.8,4.7
146,inverness,40,GB,1568656440,71,57.48,-4.23,55.0,18.34
147,arraial do cabo,0,BR,1568656440,74,-22.97,-42.02,82.4,19.46
148,kremsmunster,75,AT,1568656440,60,48.05,14.13,71.6,2.24
149,atascocita,75,US,1568656441,49,30.0,-95.16,93.2,5.82
150,buarcos,20,PT,1568656441,82,40.16,-8.88,75.0,3.36
151,marawi,47,PH,1568656441,82,8.0,124.29,75.99,7.0
152,half moon bay,90,US,1568656441,93,37.46,-122.43,69.01,4.7
153,tezu,94,IN,1568656441,78,27.93,96.16,73.93,1.61
154,kavieng,9,PG,1568656442,75,-2.57,150.8,82.93,8.57
155,waingapu,43,ID,1568656442,92,-9.65,120.26,67.81,9.95
156,mitsamiouli,20,KM,1568656442,74,-11.38,43.28,78.8,5.82
157,cherskiy,91,RU,1568656442,70,68.75,161.3,43.69,0.74
158,palmer,0,AU,1568656252,86,-34.85,139.16,45.0,5.82
159,saldanha,46,PT,1568656443,52,41.42,-6.55,72.13,6.2
160,naze,75,NG,1568656443,94,5.43,7.07,77.0,3.36
161,aksarka,50,RU,1568656443,84,66.56,67.8,42.61,10.71
162,newcastle,90,AU,1568656442,100,-32.93,151.78,60.01,14.99
163,daniel flores,96,CR,1568656443,90,9.34,-83.67,73.21,4.47
164,severo-kurilsk,100,RU,1568656444,93,50.68,156.12,49.27,28.54
165,cuamba,56,MZ,1568656444,39,-14.8,36.54,74.83,4.83
166,goderich,45,CA,1568656444,82,43.74,-81.71,73.99,3.0
167,wawa,41,NG,1568656444,75,9.9,4.41,79.87,3.18
168,mehamn,75,NO,1568656445,81,71.03,27.85,44.6,11.41
169,gorontalo,97,ID,1568656445,94,0.54,123.06,70.15,4.34
170,biltine,42,TD,1568656445,31,14.53,20.93,94.27,13.18
171,rio grande,90,BR,1568656254,93,-32.03,-52.1,60.8,13.87
172,bondo,100,CD,1568656445,98,3.81,23.69,71.95,2.35
173,patiya,40,BD,1568656446,89,22.3,91.98,84.2,8.08
174,vostok,0,RU,1568656446,82,46.45,135.83,37.57,1.45
175,chor,100,PK,1568656446,71,25.52,69.77,83.29,16.24
176,muisne,40,EC,1568656446,78,0.61,-80.02,82.4,10.29
177,bethel,90,US,1568656367,93,60.79,-161.76,51.8,12.75
178,hirara,95,JP,1568656447,82,24.8,125.28,82.03,24.27
179,rupert,1,US,1568656447,33,42.62,-113.68,78.01,7.0
180,boa vista,75,BR,1568656447,83,2.82,-60.67,80.6,5.82
181,severo-yeniseyskiy,72,RU,1568656218,97,60.37,93.04,39.01,6.85
182,maceio,40,BR,1568656435,54,-9.67,-35.74,82.4,13.87
183,hovd,75,NO,1568656448,81,63.83,10.7,51.01,10.29
184,ixtapa,40,MX,1568656448,62,20.71,-105.21,88.0,5.46
185,someshwar,0,IN,1568656448,92,29.78,79.6,59.89,2.57
186,komsomolskiy,100,RU,1568656448,94,67.55,63.78,39.73,7.87
187,thompson,40,CA,1568656449,56,55.74,-97.86,71.6,4.7
188,fukue,40,JP,1568656449,78,35.03,136.69,78.01,13.87
189,bukoba,11,TZ,1568656449,49,-1.33,31.81,71.05,1.16
190,srednekolymsk,7,RU,1568656449,73,67.46,153.71,43.69,3.56
191,bandarbeyla,19,SO,1568656449,79,9.49,50.81,76.99,22.59
192,luderitz,0,NA,1568656450,82,-26.65,15.16,60.8,16.11
193,ponta do sol,20,BR,1568656450,24,-20.63,-46.0,87.61,8.34
194,bahia blanca,0,AR,1568656450,26,-38.72,-62.27,61.87,20.29
195,ornskoldsvik,20,SE,1568656450,75,63.29,18.72,48.2,2.24
196,lasa,20,CY,1568656451,65,34.92,32.53,80.6,9.17
197,coquimbo,75,CL,1568656451,67,-29.95,-71.34,57.2,10.29
198,birjand,0,IR,1568656451,20,32.86,59.22,68.0,11.41
199,golden,1,US,1568656452,13,39.76,-105.22,88.0,5.82
200,carnarvon,0,ZA,1568656452,14,-30.97,22.13,63.49,3.65
201,sibolga,96,ID,1568656452,71,1.74,98.78,80.59,9.1
202,ahipara,25,NZ,1568656452,100,-35.17,173.16,53.01,16.33
203,lebu,75,ET,1568656453,82,8.96,38.73,62.6,4.7
204,chuy,100,UY,1568656453,91,-33.69,-53.46,53.05,9.28
205,tignere,83,CM,1568656453,94,7.37,12.65,67.81,0.78
206,mount gambier,59,AU,1568656340,56,-37.83,140.78,32.0,6.46
207,puerto escondido,40,MX,1568656453,66,15.86,-97.07,86.0,10.29
208,kloulklubed,75,PW,1568656453,83,7.04,134.26,80.6,11.41
209,rawson,65,AR,1568656454,31,-43.3,-65.11,59.35,28.57
210,clyde river,20,CA,1568656454,65,70.47,-68.59,41.0,5.82
211,thomasville,1,US,1568656454,46,35.88,-80.08,93.0,3.36
212,bathsheba,20,BB,1568656454,83,13.22,-59.52,82.4,13.87
213,limon,1,US,1568656455,24,39.26,-103.69,84.0,19.46
214,atar,40,MR,1568656455,10,20.52,-13.05,110.83,11.92
215,vila velha,0,BR,1568656455,55,-3.71,-38.6,86.0,17.22
216,broome,40,GB,1568656455,82,52.47,1.45,60.01,3.36
217,trelleborg,40,SE,1568656455,54,55.38,13.15,57.2,14.99
218,chavakkad,75,IN,1568656456,88,10.53,76.05,80.6,2.24
219,salalah,40,OM,1568656212,94,17.01,54.1,78.8,6.93
220,north las vegas,1,US,1568656456,16,36.2,-115.11,91.99,11.41
221,chebsara,40,RU,1568656456,87,59.2,38.84,48.2,11.18
222,egvekinot,100,RU,1568656456,86,66.32,-179.17,35.05,6.46
223,lompoc,20,US,1568656414,68,34.64,-120.46,73.99,11.77
224,duku,98,ID,1568656457,73,-1.19,100.47,78.61,7.49
225,rabo de peixe,40,PT,1568656457,78,37.8,-25.58,73.4,10.29
226,santa maria,0,BR,1568656316,23,-16.02,-48.01,90.0,11.41
227,vyshkov,0,RU,1568656457,44,52.48,31.69,60.8,11.18
228,verkhnyachka,67,UA,1568656458,61,48.83,30.04,62.05,8.79
229,georgetown,75,GY,1568656458,59,6.8,-58.16,93.2,9.17
230,laguna,40,BZ,1568656458,84,16.17,-88.94,86.0,4.7
231,burnie,0,AU,1568656458,87,-41.05,145.91,32.71,3.0
232,la ronge,75,CA,1568656458,72,55.1,-105.3,66.2,8.05
233,narsaq,75,GL,1568656459,23,60.91,-46.05,48.2,6.93
234,lumphat,97,KH,1568656459,98,13.5,106.97,73.57,3.36
235,vila,0,IT,1568656459,61,45.18,8.4,80.6,5.82
236,iisalmi,90,FI,1568656459,81,63.56,27.19,42.8,13.87
237,zhigansk,50,RU,1568656459,82,66.77,123.37,30.73,7.2
238,kirakira,25,SB,1568656460,85,-10.46,161.92,76.99,2.42
239,vila franca do campo,40,PT,1568656460,78,37.72,-25.43,73.4,10.29
240,quilmana,61,PE,1568656460,81,-12.95,-76.38,61.51,7.85
241,aklavik,90,CA,1568656460,75,68.22,-135.01,44.6,8.05
242,norman wells,75,CA,1568656460,70,65.28,-126.83,44.6,16.11
243,eureka,20,US,1568656322,82,40.8,-124.16,64.99,7.56
244,miri,92,NG,1568656461,90,10.31,9.75,72.85,1.83
245,ancud,75,CL,1568656461,62,-41.87,-73.83,53.6,11.41
246,taguatinga,0,BR,1568656461,23,-15.83,-48.06,90.0,11.41
247,sangar,100,RU,1568656462,85,63.92,127.47,36.67,8.05
248,codrington,1,AU,1568656462,93,-28.95,153.24,64.99,9.17
249,namatanai,34,PG,1568656462,86,-3.66,152.44,77.17,8.14
250,lima,90,PE,1568656462,82,-12.06,-77.04,62.6,8.05
251,mirnyy,38,RU,1568656462,87,56.57,36.46,48.55,12.48
252,galesong,20,ID,1568656463,100,-5.32,119.37,69.8,3.36
253,la plata,0,AR,1568656284,45,-34.92,-57.95,68.0,10.29
254,viedma,17,AR,1568656463,23,-40.81,-62.99,59.17,20.13
255,holoby,99,UA,1568656463,49,51.09,25.02,61.0,11.79
256,pekan,90,MY,1568656463,94,3.49,103.39,77.0,1.19
257,soyo,55,AO,1568656464,81,-6.13,12.37,74.11,11.88
258,beringovskiy,99,RU,1568656464,83,63.05,179.32,41.71,2.13
259,susanville,75,US,1568656263,87,40.42,-120.65,46.99,19.46
260,santo domingo,40,DO,1568656239,56,18.48,-69.94,95.0,7.2
261,atambua,83,ID,1568656464,79,-9.11,124.89,75.55,5.93
262,saucillo,99,MX,1568656465,49,28.03,-105.29,77.71,4.03
263,meulaboh,83,ID,1568656465,80,4.14,96.13,81.13,9.1
264,wairoa,74,NZ,1568656465,64,-39.04,177.43,57.99,4.0
265,oyama,75,JP,1568656465,94,36.31,139.8,79.0,4.7
266,scarborough,75,GB,1568656336,59,54.28,-0.41,60.8,6.93
267,rivadavia,76,AR,1568656465,59,-31.53,-68.59,39.19,5.86
268,mogadishu,6,SO,1568656466,76,2.04,45.34,76.09,14.18
269,hamilton,90,CA,1568656208,82,43.26,-79.87,69.01,14.99
270,gizo,0,IL,1568656466,74,31.8,34.94,81.0,4.7
271,wakkanai,60,JP,1568656466,74,45.41,141.67,65.83,13.62
272,iqaluit,40,CA,1568656466,69,63.75,-68.52,39.2,5.82
273,kastamonu,100,TR,1568656467,97,41.38,33.78,52.15,3.09
274,tiarei,40,PF,1568656467,73,-17.53,-149.33,77.0,2.24
275,takhtamygda,97,RU,1568656467,79,54.1,123.57,30.91,3.85
276,los alamos,90,US,1568656467,82,35.88,-106.3,71.01,6.93
277,tuatapere,100,NZ,1568656468,85,-46.13,167.69,39.99,11.01
278,mocuba,26,MZ,1568656468,74,-16.84,36.99,71.59,8.86
279,brazzaville,92,CD,1568656468,45,-4.27,15.27,87.07,3.42
280,pisco,20,PE,1568656418,30,-13.71,-76.2,71.6,10.29
281,svetlogorsk,75,RU,1568656469,57,53.14,59.15,51.8,13.42
282,east london,40,ZA,1568656469,88,-33.02,27.91,66.2,8.05
283,ostrovnoy,100,RU,1568656469,89,68.05,39.51,41.35,22.15
284,vaitape,80,PF,1568656381,80,-16.52,-151.75,77.17,17.05
285,tiksi,80,RU,1568656469,90,71.64,128.87,32.89,4.41
286,yerbogachen,58,RU,1568656469,95,61.28,108.01,29.29,5.93
287,penzance,75,GB,1568656470,100,50.12,-5.53,62.6,8.05
288,awjilah,0,LY,1568656470,31,29.14,21.3,79.69,9.73
289,sao felix do xingu,2,BR,1568656470,17,-6.64,-51.99,105.61,5.91
290,katsuura,75,JP,1568656470,69,33.93,134.5,75.2,8.05
291,ishigaki,44,JP,1568656471,78,24.34,124.16,82.39,23.67
292,qaracala,40,AZ,1568656471,70,39.81,48.95,69.97,6.49
293,boden,75,SE,1568656471,70,65.83,21.69,48.2,5.82
294,petropavlovsk-kamchatskiy,75,RU,1568656471,100,53.05,158.65,37.4,6.71
295,zhanaozen,10,KZ,1568656471,61,43.35,52.85,64.03,1.72
296,san pedro,28,AR,1568656472,30,-33.68,-59.66,71.01,4.0
297,saint anthony,1,US,1568656472,33,43.97,-111.68,75.2,5.82
298,eyrarbakki,75,IS,1568656472,70,63.86,-21.15,48.2,14.99
299,port hardy,75,CA,1568656472,100,50.7,-127.42,50.0,5.82
300,oussouye,40,SN,1568656472,78,12.49,-16.54,82.4,4.7
301,arkhara,0,RU,1568656473,79,49.42,130.09,39.91,7.76
302,khani,75,GE,1568656473,93,41.96,42.96,66.2,5.82
